2026-01-27 04:50:23 ::1 (pid 17836) :Pub:HS: spip_connect: fichier de connexion '' non trouve, pas de connexion serveur
2026-01-27 05:34:52 127.0.0.1 (pid 4132) :Pri:HS: spip_connect: fichier de connexion '../config/connect.tmp.php' non trouve, pas de connexion serveur
2026-01-27 05:34:52 127.0.0.1 (pid 4132) :Pri:HS: spip_connect: fichier de connexion '../config/connect.tmp.php' non trouve, pas de connexion serveur
2026-01-27 05:34:52 127.0.0.1 (pid 4132) :Pri:HS: spip_connect: fichier de connexion '../config/connect.tmp.php' non trouve, pas de connexion serveur
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:!INFO: Pas de cle secrete disponible, et aucun webmestre n'a de backup, on regenere une nouvelle cle - tous les mots de passe sont invalides
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:!INFO: Création de la cle secret_des_auth
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:32 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_mots_articles'
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:33 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 05:35:40 127.0.0.1 (pid 4132) :Pri:!INFO: Création de la cle secret_du_site
2026-01-27 05:41:30 127.0.0.1 (pid 4132) :Pri:WARNING: Contextes AJAX forces en fichiers ! Cela arrive lorsque la valeur du contexte depasse la longueur maximale autorisee (2000). Ici : 2020.
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: Copier 32 tables de 'dump' vers ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: Vider 32 tables sur serveur '' : spip_articles, spip_auteurs, spip_auteurs_liens, spip_breves, spip_depots, spip_depots_plugins, spip_documents, spip_documents_liens, spip_forum, spip_groupes_mots, spip_jobs, spip_jobs_liens, spip_messages, spip_meta, spip_mots, spip_mots_liens, spip_paquets, spip_petitions, spip_plugins, spip_referers, spip_referers_articles, spip_rubriques, spip_signatures, spip_syndic, spip_syndic_articles, spip_transactions, spip_types_documents, spip_urls, spip_versions, spip_versions_fragments, spip_visites, spip_visites_articles
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_breves'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_messages'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_petitions'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_signatures'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue '' 'spip_transactions'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: Conserver copieur dans id_auteur=1 pour le serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_articles' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_articles' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_articles 400
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_articles 800
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_articles 1104
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_auteurs_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_auteurs_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_auteurs_liens 223
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue 'dump' 'breves'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_breves' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_depots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_depots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_depots 1
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_depots_plugins' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_depots_plugins' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_depots_plugins 400
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_depots_plugins 730
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_documents' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_documents' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_documents 144
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_documents_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_documents_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_documents_liens 156
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_forum' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_forum' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_forum 195
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_groupes_mots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_groupes_mots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_jobs' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_jobs' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_jobs 9
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_jobs_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_jobs_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue 'dump' 'messages'
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_messages' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_mots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_mots' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_mots_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_mots_liens' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_paquets' sur serveur ''
2026-01-27 05:42:20 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_paquets' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_paquets 400
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_paquets 800
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_paquets 1089
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue 'dump' 'petitions'
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_petitions' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_plugins' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_plugins' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_plugins 400
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_plugins 750
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_referers' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_referers' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_referers_articles' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_referers_articles' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_rubriques' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_rubriques' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_rubriques 14
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue 'dump' 'signatures'
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_signatures' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_syndic' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_syndic' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_syndic_articles' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_syndic_articles' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: trouver_table: table inconnue 'dump' 'transactions'
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:ERREUR: Erreur mysql 1146
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_transactions' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_types_documents' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_types_documents' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_types_documents 173
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_urls' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_urls' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_urls 400
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_urls 800
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_urls 1200
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_urls 1527
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_versions' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_versions' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_versions 400
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_versions 800
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_versions 1013
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: drop table 'spip_versions_fragments' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: creation 'spip_versions_fragments' sur serveur ''
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_versions_fragments 400
2026-01-27 05:42:21 127.0.0.1 (pid 4132) :Pri:!INFO: recopie spip_versions_fragments 800
2026-01-27 05:58:44 127.0.0.1 (pid 4132) :Pub:!INFO: Collision avec le paquet &lt;spip-contrib-squelettes/html5up_alpha_legacy-deletion_scheduled-2704-91f28-html5up_alpha_legacy-deletion_scheduled-2704-1.4.0.zip / https://git.spip.net/spip-contrib-squelettes/html5up_alpha_legacy-deletion_scheduled-2704.git> du depot &lt;1>

2026-01-27 05:58:44 127.0.0.1 (pid 4132) :Pub:!INFO: Collision avec le paquet &lt;spip-contrib-squelettes/oswd_3626_multiflex-3-deletion_scheduled-2756-69d6e-oswd_3626_multiflex-3-deletion_scheduled-2756-0.5.0.zip / https://git.spip.net/spip-contrib-squelettes/oswd_3626_multiflex-3-deletion_scheduled-2756.git> du depot &lt;1>

2026-01-27 06:06:25 127.0.0.1 (pid 4132) :Pub:!INFO: trouver_table: table inconnue '' 'BREVES'
2026-01-27 06:06:25 127.0.0.1 (pid 4132) :Pub:HS: spip_connect: fichier de connexion '' non trouve, pas de connexion serveur
2026-01-27 06:07:41 127.0.0.1 (pid 4132) :Pub:!INFO: trouver_table: table inconnue '' 'BREVES'
2026-01-27 06:07:41 127.0.0.1 (pid 4132) :Pub:HS: spip_connect: fichier de connexion '' non trouve, pas de connexion serveur
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:39 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:45 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:47 127.0.0.1 (pid 4132) :Pri:cf maj.log
2026-01-27 06:17:59 127.0.0.1 (pid 4132) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-27 06:19:05 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_image_extensions_logos absente : pipeline desactive
2026-01-27 06:19:06 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_image_extensions_logos absente : pipeline desactive
2026-01-27 06:19:06 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_ajouter_menus_args absente : pipeline desactive
2026-01-27 06:19:07 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_ajouter_menus_args absente : pipeline desactive
2026-01-27 06:19:16 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_image_extensions_logos absente : pipeline desactive
2026-01-27 06:19:17 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_image_extensions_logos absente : pipeline desactive
2026-01-27 06:19:17 127.0.0.1 (pid 4132) :Pri:ERREUR: fonction execute_pipeline_ajouter_menus_args absente : pipeline desactive
2026-01-27 07:58:44 127.0.0.1 (pid 4132) :Pub:ERREUR: queue_close_job car _JQ_PENDING depuis +180s : Array
(
    [id_job] => 331812
    [descriptif] => Tâche CRON mail (toutes les 86400 s)
    [fonction] => mail
    [args] => a:1:{i:0;i:1764638215;}
    [md5args] => 6ae7e089b960ed8db896f1e80ebed6f2
    [inclure] => genie/
    [priorite] => 0
    [date] => 2026-01-27 05:58:32
    [status] => 0
)

2026-01-27 23:52:21 127.0.0.1 (pid 38784) :Pub:HS: Echec mysqli_connect. Erreur : Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée
2026-01-27 23:52:21 127.0.0.1 (pid 38784) :Pub:HS: Echec connexion serveur mysql : host[localhost] port[] login[root] base[ues_v1]
2026-01-27 23:52:21 127.0.0.1 (pid 38784) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-27 23:52:21 127.0.0.1 (pid 38784) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-27 23:52:40 127.0.0.1 (pid 38784) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-27 23:52:40 127.0.0.1 (pid 38784) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-27 23:52:40 127.0.0.1 (pid 38784) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-27 23:52:42 127.0.0.1 (pid 38784) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-27 23:52:42 127.0.0.1 (pid 38784) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-27 23:52:42 127.0.0.1 (pid 38784) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-27 23:53:55 127.0.0.1 (pid 38784) :Pub:HS: Echec mysqli_connect. Erreur : Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée
2026-01-27 23:53:55 127.0.0.1 (pid 38784) :Pub:HS: Echec connexion serveur mysql : host[localhost] port[] login[root] base[ues_v1]
2026-01-27 23:53:55 127.0.0.1 (pid 38784) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-27 23:53:55 127.0.0.1 (pid 38784) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-28 22:14:30 127.0.0.1 (pid 27084) :Pri:ERREUR: Erreur mysql 2006
2026-01-28 22:14:34 127.0.0.1 (pid 27084) :Pri:HS: Echec mysqli_connect. Erreur : Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée
2026-01-28 22:14:34 127.0.0.1 (pid 27084) :Pri:HS: Echec connexion serveur mysql : host[localhost] port[] login[root] base[ues_v1]
2026-01-28 22:14:34 127.0.0.1 (pid 27084) :Pri:HS: spip_connect: fichier de connexion '../config/connect.php' OK mais echec connexion au serveur
2026-01-28 22:14:43 127.0.0.1 (pid 27084) :Pri:HS: Echec : ../tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-28 22:14:43 127.0.0.1 (pid 27084) :Pri:HS: spip_connect: fichier de connexion '../config/connect.php' OK mais echec connexion au serveur
2026-01-28 22:14:44 127.0.0.1 (pid 27084) :Pri:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
